length_context,length_question,length_entities,entity_num,correct
1127,20,33,14,0
441,8,20,14,0
1076,12,21,27,0
444,12,31,0,0
657,11,13,0,1
956,12,32,37,0
1606,17,53,52,0
512,13,18,13,0
585,13,34,10,1
969,18,21,2,0
957,14,24,5,1
550,11,19,29,0
255,17,12,10,1
1124,15,19,2,1
1501,13,30,51,0
1291,28,44,77,0
225,10,8,8,1
649,15,27,1,0
1006,15,27,23,0
1085,12,18,35,0
170,15,13,2,0
950,12,26,3,0
481,13,14,23,0
722,19,10,2,1
341,20,14,48,0
659,14,23,72,0
606,18,23,16,0
391,11,21,0,1
710,15,17,7,1
1164,17,42,49,0
1681,18,33,10,1
558,20,17,5,1
972,11,20,3,0
719,16,29,29,0
365,13,11,0,0
300,11,17,8,0
536,9,21,3,1
773,12,26,5,1
229,8,10,7,1
906,14,22,12,0
513,14,26,17,0
670,12,17,39,0
710,16,17,7,1
1187,18,22,0,1
578,12,16,13,0
708,14,30,24,0
1775,18,57,10,0
293,18,18,1,0
599,14,18,8,0
154,10,14,17,0
1320,13,45,10,0
797,10,27,6,0
1540,21,396,331,0
298,11,16,18,0
554,15,35,3,1
400,15,18,1,1
208,14,16,35,0
897,18,47,42,0
621,13,26,8,1
486,18,23,16,0
580,14,15,12,1
614,18,21,4,1
982,9,33,0,1
263,17,13,5,1
419,13,14,11,1
1706,11,43,65,0
505,11,29,1,0
365,17,11,8,0
1635,9,36,5,1
316,15,13,0,1
299,18,11,21,0
1373,10,22,4,1
932,13,14,192,0
395,11,20,4,1
247,10,10,30,0
357,11,18,4,1
219,17,10,47,0
505,9,45,76,0
761,19,23,29,0
1086,12,16,44,0
658,13,10,6,1
606,18,23,7,0
350,16,15,35,0
235,5,8,7,1
746,10,14,21,0
559,11,13,8,1
487,13,28,10,0
577,13,15,4,1
394,11,25,5,1
728,10,44,123,0
153,10,11,8,1
423,12,24,7,0
1940,12,75,30,0
305,19,11,18,0
1183,16,17,1,1
343,11,25,25,0
1129,12,41,10,0
1501,10,30,4,1
305,19,11,39,0
591,19,15,8,0
1717,13,52,103,0
1403,14,52,93,0
494,12,12,12,0
745,5,39,21,0
501,15,15,16,0
467,11,27,5,1
951,23,28,37,0
441,17,20,11,0
1878,15,43,3,1
750,9,31,45,0
638,12,39,5,1
1341,16,42,35,0
1186,15,75,12,0
612,11,14,120,0
425,18,13,8,0
455,17,13,14,0
298,26,16,5,0
1316,19,18,2,1
308,13,14,8,1
670,14,17,19,0
896,12,23,37,0
377,14,18,47,0
631,19,22,51,0
1625,18,26,19,0
782,14,18,2,0
393,7,23,22,0
730,14,21,30,0
1007,19,35,4,1
374,17,11,15,0
1446,12,46,18,0
336,6,13,10,0
518,16,17,4,1
1000,18,24,119,0
344,10,13,4,1
1127,20,33,27,0
1280,18,41,5,0
823,21,14,3,0
197,12,20,6,1
1536,8,41,1,1
300,11,17,2,1
881,14,36,5,1
754,13,10,17,0
1574,16,40,41,1
438,14,10,2,0
1396,16,26,5,1
300,12,22,3,0
1020,13,23,2,0
133,9,5,12,1
670,7,17,1,0
701,8,16,22,1
502,14,17,1,0
510,16,21,43,0
729,12,25,53,0
332,12,17,30,0
1204,15,18,5,1
333,14,9,13,0
927,14,36,35,0
982,11,33,0,1
877,14,13,0,1
588,6,15,20,0
571,8,9,4,1
432,16,17,15,0
1087,10,46,12,0
1064,21,29,57,0
841,16,25,4,1
512,8,18,5,0
210,12,16,4,1
818,18,21,1,1
1046,13,21,0,1
1354,8,44,1,1
614,18,21,10,0
1186,17,25,13,0
761,19,23,17,0
622,15,22,27,0
332,13,15,35,0
419,13,14,12,1
1016,16,24,1,1
474,26,15,28,0
405,13,16,0,1
568,16,16,23,0
204,9,10,17,0
195,8,14,5,1
1624,16,50,114,0
811,16,19,4,1
559,11,13,10,0
926,12,25,4,1
323,17,19,24,0
847,17,18,5,0
566,20,17,21,1
208,19,16,5,0
501,12,11,17,0
770,9,27,8,1
754,17,22,0,0
433,18,33,14,0
571,9,12,2,1
708,14,30,52,0
518,13,12,12,0
255,13,21,0,1
881,18,36,5,1
542,14,8,15,0
295,19,10,12,0
1170,17,11,4,1
1145,15,36,4,1
1281,11,49,61,0
379,15,22,11,0
337,7,13,3,1
145,11,10,6,0
914,14,26,24,0
539,13,14,22,0
979,13,28,1,1
797,10,27,21,0
739,13,16,1,1
1087,10,46,5,0
1113,19,20,12,0
538,11,37,26,0
1173,17,17,10,1
730,16,21,30,0
638,8,35,7,0
159,8,13,2,1
776,16,31,126,0
293,18,18,14,0
1015,16,33,6,0
237,11,17,12,1
261,13,14,1,1
568,14,14,1,1
1527,14,54,11,1
788,12,31,10,1
537,15,12,5,1
876,25,28,26,0
802,22,31,0,1
748,13,10,44,0
428,20,23,6,1
502,11,17,42,0
395,11,20,0,1
1544,13,49,218,0
1095,13,21,2,1
1049,17,25,23,1
1587,14,21,1,0
807,21,12,95,0
879,13,13,4,1
753,17,43,51,0
953,21,33,1,1
638,8,39,5,0
787,14,28,31,0
305,16,20,50,0
909,7,26,6,1
761,19,23,16,1
1435,16,38,11,0
212,13,19,9,0
1026,9,28,4,0
1977,15,44,13,0
1299,16,18,1,1
893,15,20,68,0
541,14,30,4,1
598,15,20,18,1
445,19,9,6,1
640,12,33,0,1
1718,8,81,17,1
905,12,35,12,0
1606,15,53,49,0
1940,11,75,117,0
1164,19,42,49,0
668,17,22,31,0
892,21,16,13,1
1190,14,23,0,1
272,11,13,6,1
481,13,14,22,0
225,10,8,1,0
374,9,34,40,0
892,23,16,22,0
667,15,15,17,0
770,9,27,4,1
787,19,28,31,0
1000,12,24,28,0
841,16,25,3,1
207,9,13,6,1
858,26,25,104,0
1394,16,30,32,0
869,13,45,29,0
1037,19,18,18,0
1036,17,15,0,1
866,13,34,4,1
585,16,34,62,0
1036,9,15,0,1
550,16,18,17,1
155,10,16,10,0
505,11,29,0,1
277,12,17,2,1
126,11,13,13,0
1070,8,14,19,0
1607,12,32,16,0
659,16,23,2,0
916,13,41,39,0
477,20,11,4,1
583,11,19,59,0
321,15,26,52,0
226,16,14,21,0
889,16,8,17,0
439,9,26,26,0
523,20,27,86,0
541,14,30,5,1
457,12,12,2,1
523,16,27,18,0
468,9,27,18,0
903,19,37,15,1
902,23,23,4,1
382,9,21,13,0
316,16,13,32,1
293,18,18,11,0
881,9,19,28,0
496,12,22,5,0
335,15,30,3,1
854,15,35,11,1
328,13,14,1,1
542,17,8,15,0
1067,17,32,105,0
343,11,25,28,0
577,18,15,1,1
854,15,35,34,0
856,14,42,45,0
923,15,31,2,1
969,14,21,10,0
292,11,9,36,0
635,13,16,17,0
405,12,23,42,0
1258,13,32,1,0
191,9,11,7,1
847,19,18,15,0
293,18,18,11,0
1129,15,39,25,0
482,9,16,0,0
288,12,16,23,0
505,11,29,28,0
432,10,25,13,0
415,15,11,5,1
637,19,25,29,0
742,13,17,70,0
1124,9,29,0,0
202,11,9,3,0
681,15,14,10,1
708,12,33,17,0
823,10,52,4,0
689,13,23,36,0
198,17,15,27,0
523,20,27,3,1
300,17,11,12,1
326,15,13,6,1
583,5,19,39,0
957,13,24,72,0
150,16,11,7,1
1614,16,32,6,0
1280,19,41,21,1
313,8,12,1,1
1177,16,41,1,1
1276,12,49,5,1
577,17,13,7,1
295,12,20,2,0
732,13,17,7,1
621,8,26,12,1
151,14,13,12,0
1001,10,26,37,0
905,18,35,1,1
1083,18,54,0,0
1120,13,25,15,1
537,18,12,5,1
680,9,15,20,0
405,15,23,46,0
881,14,36,4,0
1190,14,23,0,1
667,15,15,7,1
1635,7,80,28,0
322,7,18,0,1
1107,16,22,19,1
801,18,21,4,1
1070,14,14,0,1
227,37,13,26,1
1023,29,19,24,1
1031,11,37,2,1
1089,16,29,5,1
530,9,7,6,1
470,14,16,21,0
582,12,7,3,1
165,12,14,1,0
607,13,22,5,1
252,9,12,4,1
1326,13,31,15,0
413,6,52,2,0
1299,16,18,7,1
398,12,19,4,0
709,11,23,2,1
823,12,37,2,0
692,17,9,11,0
1095,9,41,100,0
283,7,22,37,0
615,14,14,45,0
359,14,21,32,0
1042,22,35,15,0
468,16,15,1,1
423,12,24,4,1
1047,13,29,22,1
1000,12,24,47,0
405,15,23,49,0
1260,12,28,3,1
323,17,19,0,1
489,17,17,2,1
1020,13,23,10,1
194,12,16,3,0
1649,9,36,20,1
571,13,12,2,1
977,20,15,65,0
537,18,12,2,1
680,9,15,16,0
472,14,18,29,0
1139,13,32,14,0
498,9,30,19,0
321,23,26,40,0
651,12,16,0,0
1706,14,38,6,1
233,8,10,28,0
1393,6,61,13,0
700,16,16,12,0
1044,12,33,168,0
1164,13,42,11,1
1016,15,24,1,1
951,23,28,2,0
587,10,23,36,0
1043,11,34,0,1
1135,9,22,1,1
437,10,37,6,1
165,12,9,3,0
635,12,16,11,1
809,11,32,5,1
1527,6,54,9,0
444,7,15,15,0
543,16,37,47,0
466,14,13,4,1
481,12,16,14,0
335,17,25,8,0
1904,12,44,55,0
458,12,9,2,0
402,13,25,5,0
380,18,17,11,0
412,9,15,8,1
1483,15,33,5,1
1080,22,15,2,1
298,8,17,1,1
1014,11,20,30,0
316,15,11,7,1
732,18,17,7,1
531,20,17,44,0
881,9,19,0,1
276,14,14,29,0
591,16,13,2,1
231,8,20,3,0
703,13,18,19,0
481,8,16,7,1
241,15,8,1,1
1234,10,48,46,1
468,37,28,24,1
518,13,12,5,1
772,12,21,2,1
944,22,17,4,0
441,8,20,6,1
799,18,28,71,0
1145,13,35,21,1
197,12,20,7,1
505,7,45,1,0
326,11,9,6,1
574,23,19,2,1
640,10,33,0,1
791,8,22,1,1
519,13,12,6,1
432,16,17,18,0
437,10,37,89,0
1940,12,75,31,0
1393,14,61,3,1
1089,11,29,11,1
200,17,15,4,1
1390,20,24,158,0
752,13,11,158,0
1732,21,34,2,1
521,10,13,14,0
588,6,15,45,0
571,9,12,8,1
377,10,13,0,0
181,11,10,5,1
617,13,15,0,0
636,8,22,7,1
1145,16,36,14,0
499,13,31,8,0
486,18,23,17,1
1016,15,24,5,1
1160,11,43,49,0
471,9,12,1,0
357,13,42,4,0
793,8,48,40,0
362,11,17,3,1
379,9,16,9,1
806,11,49,9,0
370,11,16,14,0
700,20,16,101,0
519,13,12,9,0
206,9,7,2,1
357,10,14,6,1
452,13,34,36,0
621,10,20,6,1
674,9,19,75,0
510,16,21,22,0
696,8,14,2,0
1090,6,36,9,0
948,12,29,41,0
202,6,12,33,0
311,5,12,9,0
481,11,16,6,1
1139,11,42,4,1
213,10,8,3,0
1476,8,26,0,0
610,13,16,95,0
896,16,28,10,0
361,12,15,4,1
126,11,13,2,1
938,10,39,143,0
708,10,30,52,0
676,13,14,12,1
326,13,6,1,1
744,16,37,1,1
281,19,9,8,1
1142,21,36,21,0
421,17,12,7,0
449,15,12,10,1
181,11,10,6,0
461,9,8,3,0
974,9,28,34,0
994,14,34,0,0
838,12,12,0,1
906,14,29,14,0
377,14,18,0,0
1354,8,44,4,0
1046,20,19,1,1
413,16,22,6,0
357,11,18,1,0
472,17,18,29,0
856,14,42,15,0
875,21,24,41,0
323,12,19,52,0
703,13,18,3,0
376,8,13,11,0
539,11,14,2,0
333,14,9,1,0
419,13,14,14,1
417,14,28,26,0
808,10,30,8,1
847,19,18,43,0
283,7,22,9,0
521,11,13,4,1
1000,12,24,89,0
928,11,13,2,0
938,10,39,5,1
582,12,7,4,1
155,9,16,0,1
489,10,9,89,0
298,11,16,19,0
499,13,31,24,0
501,13,15,10,1
1036,17,15,54,0
418,12,13,5,1
210,12,16,36,0
942,18,17,38,0
1001,12,26,39,0
708,13,33,19,0
357,12,42,50,0
382,16,7,6,1
1281,13,49,16,0
832,11,22,1,1
311,11,14,22,0
682,17,13,17,0
1171,10,34,0,1
231,16,11,3,0
553,13,40,11,0
770,9,24,97,0
1298,14,28,1,1
406,14,20,4,1
819,13,26,3,0
677,14,15,15,0
415,15,11,9,0
719,15,24,16,0
157,10,9,3,0
333,11,10,1,0
666,6,24,0,1
761,16,23,17,0
656,10,18,126,0
748,15,10,12,1
1635,11,80,48,0
468,15,15,0,0
1015,11,33,85,0
1298,13,28,1,1
1477,16,59,53,0
797,13,28,1,1
1089,11,29,12,0
380,14,15,54,0
322,10,18,8,0
897,18,47,3,1
557,17,21,69,0
370,11,16,13,1
629,7,27,7,1
710,16,17,0,0
511,12,16,21,0
439,9,26,6,1
905,15,35,1,1
1103,14,37,93,0
812,13,11,4,1
631,19,22,49,0
641,13,16,3,1
181,11,10,4,1
1034,10,51,0,0
614,13,21,81,0
1007,14,16,204,0
927,7,36,2,0
504,14,20,15,0
357,11,18,10,0
530,14,7,6,1
1538,8,18,2,1
512,13,18,1,0
1204,18,18,8,0
1006,24,38,7,0
523,20,27,12,0
1625,11,26,23,0
1831,11,45,22,0
535,16,13,3,1
670,15,17,0,0
233,15,10,2,1
423,12,24,26,0
392,15,11,9,1
1009,12,19,28,0
778,21,22,2,1
367,11,14,6,1
785,10,21,18,0
557,16,21,15,0
207,9,13,18,0
608,17,20,113,0
523,14,18,12,1
460,12,13,25,0
305,13,20,1,1
623,16,21,2,1
660,10,7,3,1
1023,23,19,33,0
444,13,31,42,0
797,18,28,153,0
392,17,13,10,1
153,10,11,1,0
706,9,23,4,0
1280,19,41,19,0
1049,15,25,6,1
233,37,10,23,1
956,10,32,0,1
770,9,24,76,0
453,14,24,14,0
1142,28,36,21,0
353,11,17,17,0
507,15,24,2,1
333,13,10,0,1
1007,19,35,0,1
787,20,33,126,0
322,7,18,17,0
404,17,9,2,1
434,15,25,10,0
367,11,11,7,1
501,10,11,0,1
458,12,9,11,1
1560,14,55,168,0
512,9,18,1,1
1977,15,44,15,0
200,9,15,14,0
445,19,9,5,1
1089,11,29,2,1
674,9,19,0,0
161,10,5,1,1
1016,16,24,5,1
354,11,12,15,0
321,23,26,6,0
1845,16,36,8,1
287,11,24,20,0
213,17,17,11,0
763,18,23,2,1
165,18,44,2,1
510,9,21,0,1
636,9,20,2,1
401,18,23,22,0
255,19,12,10,0
300,17,11,12,1
557,17,21,2,1
151,14,13,26,0
689,7,19,5,1
1189,15,49,0,1
709,12,19,1,1
1811,9,104,6,1
812,18,30,52,0
731,15,30,29,0
1109,15,18,1,1
280,11,12,20,0
1706,11,43,11,0
208,14,16,13,0
1779,11,31,8,1
444,8,15,7,1
969,15,21,10,0
760,15,13,19,0
305,16,20,3,1
378,13,17,4,0
304,14,11,0,1
241,18,8,2,0
1189,15,49,4,0
558,13,17,16,0
1442,15,40,57,0
726,11,18,9,0
1010,17,14,3,0
1123,16,15,1,1
1291,24,44,222,0
1070,8,18,48,0
378,11,17,4,1
339,7,10,1,1
1038,6,29,8,1
395,13,16,4,1
1183,15,34,1,1
1393,11,61,16,1
733,18,22,40,0
312,13,12,2,0
139,18,11,4,0
518,11,17,6,0
322,15,18,0,0
673,15,12,23,0
336,6,9,9,1
668,18,13,4,0
263,17,13,1,1
657,25,13,0,1
437,10,37,7,1
415,15,11,11,0
906,16,22,17,0
283,10,17,31,0
606,18,23,15,0
472,10,10,5,1
728,14,32,0,1
893,15,20,70,0
521,13,14,7,0
1571,11,35,0,1
1005,15,28,4,0
1483,15,33,0,1
428,13,23,12,1
368,6,15,4,1
758,9,20,72,0
512,14,22,3,1
577,18,15,16,0
1032,11,48,16,0
885,12,19,7,1
1112,16,25,2,1
155,6,16,0,1
864,14,24,23,1
1614,19,32,6,1
298,8,17,5,1
161,10,5,13,0
897,8,28,5,0
866,14,22,55,0
295,11,20,34,0
690,10,31,8,0
609,8,25,9,1
1977,15,44,3,0
956,10,32,11,0
1070,25,36,0,0
350,16,15,6,0
458,11,9,10,1
897,8,28,24,0
195,17,14,2,0
680,17,15,9,0
570,16,16,28,1
212,10,19,22,0
1040,22,17,4,1
365,17,11,18,1
370,11,16,0,1
305,18,11,1,0
409,17,10,2,1
748,13,10,0,0
763,18,23,11,1
760,15,13,3,1
383,14,14,48,0
172,11,13,9,0
663,12,25,2,1
276,13,41,6,0
324,11,13,0,1
321,20,26,23,0
254,14,18,5,0
541,15,30,31,0
352,13,16,3,1
1392,14,19,24,1
375,19,12,2,1
879,18,13,23,0
572,12,15,25,0
629,14,12,15,1
380,19,15,7,1
553,13,40,9,0
1390,16,24,4,1
432,10,25,13,0
808,13,30,0,0
858,22,25,12,0
343,11,25,35,0
638,8,35,6,1
726,11,18,4,1
280,11,12,8,0
1080,20,15,2,1
676,14,14,1,0
637,12,18,16,1
258,15,14,19,0
681,15,14,15,0
1089,11,29,3,1
708,11,33,15,1
919,22,24,2,0
1624,16,50,66,0
854,15,35,34,0
304,8,18,20,1
357,13,42,5,1
1961,13,45,0,1
376,8,13,9,1
266,17,17,3,1
594,17,22,26,0
305,16,20,47,0
778,18,22,57,0
543,7,37,2,0
1256,13,29,7,1
452,13,34,41,0
374,15,34,0,1
165,8,14,9,0
305,12,20,42,0
775,13,10,9,1
444,13,31,41,0
329,17,9,1,1
544,24,10,4,1
472,16,18,7,0
1420,10,8,26,0
1961,10,45,0,1
1540,21,396,69,0
733,18,22,6,1
271,10,12,3,0
133,10,5,12,1
461,11,23,7,1
460,16,13,9,0
412,8,15,3,1
879,13,13,9,1
250,8,8,49,0
477,16,19,30,0
797,20,8,33,1
405,15,23,47,0
1443,14,40,5,1
393,9,23,14,0
658,11,10,6,1
421,11,14,5,1
299,18,11,12,0
176,14,10,9,1
364,8,20,3,1
311,14,31,0,0
442,12,20,8,0
423,11,16,25,0
893,15,20,69,0
919,21,24,69,0
373,13,21,16,0
477,16,19,18,0
1434,11,21,33,0
1209,15,40,1,1
308,13,14,1,0
1190,11,24,31,0
173,10,11,20,0
594,15,22,3,1
914,14,26,11,1
457,15,12,7,0
285,11,19,0,1
897,17,47,11,0
834,12,14,5,0
1303,10,32,16,1
938,9,39,16,0
707,25,11,58,0
298,26,16,2,0
541,14,30,2,1
1139,12,32,0,0
592,8,28,23,0
658,11,10,2,1
673,17,12,1,0
996,10,44,39,0
740,20,11,3,0
1160,11,43,49,0
1878,18,43,12,0
677,13,15,53,0
945,10,21,1,0
1607,17,32,33,0
445,18,9,6,1
866,18,9,6,1
1420,10,8,27,0
847,19,18,42,0
292,14,9,3,0
353,13,14,10,1
233,15,10,3,1
272,16,9,16,0
773,11,33,1,0
1043,16,34,143,0
1098,15,22,38,0
649,10,27,49,0
512,14,22,92,0
652,19,17,0,1
1706,15,43,6,1
1037,15,48,5,1
402,11,29,7,0
461,9,8,6,1
953,18,33,1,0
395,13,16,6,1
957,11,24,0,0
1479,19,30,6,1
740,15,25,28,0
150,9,12,1,1
908,19,34,0,1
295,11,20,1,0
370,14,16,0,1
274,20,22,1,0
629,8,27,101,0
302,8,23,2,0
352,13,18,12,0
1167,15,29,12,0
231,9,20,16,0
404,11,14,1,0
942,17,17,41,0
543,16,37,4,0
462,15,13,0,1
612,10,20,1,0
267,13,17,3,0
540,21,19,32,0
667,15,15,15,1
305,12,20,40,0
382,9,21,12,1
849,16,43,5,1
885,18,9,3,1
300,12,22,9,0
1124,18,29,2,1
445,11,23,1,1
287,12,24,11,1
726,11,18,18,0
470,13,16,7,0
662,14,42,1,1
271,8,12,1,1
378,13,17,9,0
393,11,13,12,0
944,15,8,9,0
680,17,15,2,0
512,9,22,2,1
276,13,41,1,1
1073,12,33,100,0
1127,20,33,49,0
578,9,16,78,0
417,12,28,6,1
829,13,23,0,1
655,14,18,8,1
1106,27,28,4,1
1261,11,20,61,0
323,11,19,0,1
998,21,15,0,0
1589,20,34,6,1
183,14,7,10,1
951,12,28,2,1
1139,12,42,91,0
228,9,15,1,1
673,15,12,45,0
191,10,11,5,0
353,13,17,2,1
1321,11,50,7,1
1477,15,59,0,1
255,17,12,20,0
276,9,14,2,0
1039,8,31,7,1
276,13,41,16,0
758,8,20,15,1
474,6,27,6,0
598,16,20,18,0
499,9,31,20,0
945,10,21,21,0
842,19,11,18,0
881,16,19,28,0
350,16,15,1,1
282,9,8,12,0
926,17,33,2,1
959,20,29,18,0
359,14,21,29,0
607,13,22,31,0
442,10,20,6,0
675,17,32,0,1
481,11,14,10,1
996,6,44,135,0
638,8,35,0,1
1506,15,51,44,0
1891,16,33,62,0
739,20,16,1,1
458,12,9,11,1
667,14,32,5,0
279,10,28,4,0
1291,24,44,95,0
876,12,28,11,0
300,12,22,14,0
504,18,14,0,1
713,12,16,0,1
380,13,17,3,0
707,21,11,18,1
1321,11,50,5,1
525,9,23,0,1
379,12,16,12,1
807,21,12,8,1
213,13,19,28,0
314,20,12,0,1
304,8,18,19,1
413,8,52,1,1
896,24,15,11,1
634,16,23,14,0
649,10,27,10,0
550,15,18,9,0
650,10,21,14,0
531,17,17,33,0
213,12,19,26,0
897,18,47,4,0
350,16,15,1,1
1058,11,33,0,1
1234,12,48,35,0
300,12,22,3,0
333,14,9,12,0
733,14,12,0,1
321,6,20,6,1
272,16,9,16,0
1243,19,41,12,0
1904,13,44,62,0
615,11,14,20,0
279,10,28,8,1
498,9,30,0,1
400,14,25,1,1
1015,11,33,14,1
1001,10,26,4,1
415,16,11,0,1
1095,13,41,81,0
219,18,10,12,1
466,21,13,4,1
1464,8,44,58,0
1145,16,36,16,0
449,15,12,11,1
154,18,10,8,1
1989,19,53,10,1
1189,9,49,6,1
1043,16,34,142,0
165,12,9,0,1
775,16,31,0,1
1098,15,22,1,0
377,10,13,14,1
726,16,18,5,1
1171,11,35,93,0
395,12,20,13,0
212,10,19,17,0
1368,13,51,32,0
1219,19,52,2,1
357,13,18,3,1
932,10,54,63,0
614,18,21,47,0
145,16,10,1,0
749,12,35,9,1
187,9,10,7,0
746,10,14,2,1
682,14,17,40,0
733,18,22,33,0
521,13,13,1,1
